; Column layout:
; SIZE  =IPv4= <IPv4 protocols> =IPv6= <native IPv6 protocols> =IPv6t= <tunneled IPv6 protocols>
; First column (SIZE) is packet size in bytes
; Column =IPv4= is total number of IPv4 packets for each packet size
; Subsequent columns (upto =IPv6= or =IPv6t= or end of line, whichever
; comes first) give the number of IPv4 packets for the indicated protocol
; Column =IPv6= is total number of native IPv6 packets for each packet size
; Subsequent columns (upto =IPv6t= or end of line) give the number of IPv6
; packets for the indicated protocol
; Column =IPv6t= is total number of tunneled IPv4-over-IPv6 packets
; Subsequent columns give the number of tunneled IPv6 packets for the
; the indicated protocol
;
; First timestamp: 1459947552.407658674
; Last timestamp: 1459951362.403493777
; Total number of packets: 1811152408
; Total number of IPv4 packets: 1755133537
; Total number of native IPv6 packets: 56018871
; Total number of tunneled IPv6 packets: 1523
; IPv6 native fragments: 261
;
SIZE     =IPv4=       SCTP       IPv6        ESP        UDP        GRE       ICMP        TCP    UNKNOWN     =IPv6=      ICMP6        UDP        TCP    =IPv6t=      ICMP6        UDP        TCP
        778      51907          0          0          0       6740         99          0      45068          0       3804          0          5       3799          0          0          0          0
        779      52641          0          0          0       6544          0          0      46097          0       1128          0          5       1123          0          0          0          0
        780     125218          0          0          1       7632          4          0     117581          0       1375          0          4       1371          0          0          0          0
        781      89910          0          0          0       7414         19          0      82477          0       8063          0          6       8057          0          0          0          0
        782      59657          0          0          0       6809        362          0      52486          0       2866          0          5       2861          0          0          0          0
        783      41029          0          0          0       6910          2          0      34117          0       1180          0         12       1168          0          0          0          0
        784      55485          0          0       1330       9366         11          0      44778          0       1288          0          4       1284          0          0          0          0
        785      70096          0          0          0      27953        143          0      42000          0       3806          0        235       3571          0          0          0          0
        786      79188          0          0          0       8031          2          0      71155          0       2067          0         19       2048          0          0          0          0
        787      43648          0          0          0       7705         14          0      35929          0        924          0         10        914          0          0          0          0
        788      50449          0          0          0       8608        213          0      41628          0       1078          0         26       1052          0          0          0          0
        789      61249          0          0          0       8467          6          0      52776          0       2128          0          8       2120          0          0          0          0
        790      47350          0          0          0       9161         70          0      38119          0       4775          0         10       4765          0          0          0          0
        791      38874          0          0          0       8396          0          0      30478          0       1983          0         28       1955          0          0          0          0
        792      59871          0          0       2782      10218          0          0      46871          0        664          0         16        648          0          0          0          0
        793     111929          0          0          0       9100          0          0     102829          0       1351          0         36       1315          0          0          0          0
        794      94771          0          0          0       8084          1          0      86686          0       3713          0         17       3696          0          0          0          0
        795      40473          0          0          0       8304          1          0      32168          0       1112          0         19       1093          0          0          0          0
        796      75687          0          0       2929       9644          3          0      63111          0       1333          0         10       1323          0          0          0          0
        797      79131          0          0          0       9066         79          0      69986          0      42510          0         20      42490          0          0          0          0
        798     148434          0          0          0       8128          1          0     140305          0       2938          0          8       2930          0          0          0          0
        799      38852          0          0          0       7743          1          0      31108          0       1228          0         21       1207          0          0          0          0
        800      88694          0          0        460      21011          0          0      67221          2       2093          0         15       2078          0          0          0          0
        801      73961          0          0          0      29150          1          0      44810          0      17259          0         22      17237          0          0          0          0
        802      91788          0          0          0       7798          7          0      83983          0       1991          0         19       1972          0          0          0          0
        803      39520          0          0          0       7547         73          0      31900          0        878          0         31        847          0          0          0          0
        804      61234          0          0          0       8950          0          0      52284          0       1189          0         36       1153          0          0          0          0
        805      45698          0          0          0       7265          1          0      38432          0       2236          0         43       2193          0          0          0          0
        806      45192          0          0          0       8432          1          0      36759          0       4804          0         43       4761          0          0          0          0
        807      46224          0          0          0       8938          1          0      37285          0       1492          0         68       1424          0          0          0          0
        808      56782          0          0        963       7856          2          0      47961          0        661          0         89        572          0          0          0          0
        809     120205          0          0          0       9680          1          0     110524          0       1399          0         72       1327          0          0          0          0
        810      53920          0          0          0       7773          2          0      46145          0       3750          0         74       3676          0          0          0          0
        811      38501          0          0          0       7377          0          0      31124          0       1138          0         72       1066          0          0          0          0
        812      73838          0          0          1       8108          0          0      65729          0       1306          0         63       1243          0          0          0          0
        813      83092          0          0          0       7548          0          0      75544          0      19548          0         67      19481          0          0          0          0
        814      58239          0          0          0       7413          0          0      50826          0       2888          0         57       2831          0          0          0          0
        815      37928          0          0          0       7663          0          0      30265          0       1154          0         33       1121          0          0          0          0
        816      65359          0          0        309      14084          0          0      50966          0       1380          0         29       1351          0          0          0          0
        817      90490          0          0          0      29826          0          0      60664          0       3326          0         30       3296          0          0          0          0
        818     102462          0          0          0       9577          1          0      92884          0       2027          0         26       2001          0          0          0          0
        819      76865          0          0          0       8284          1          0      68580          0        883          0         21        862          0          0          0          0
        820      54291          0          0          0       9195          0          0      45096          0        996          0         13        983          0          0          0          0
        821      42515          0          0          0       8663          1          0      33851          0       2189          0          9       2180          0          0          0          0
        822      43781          0          0          0       8964          1          0      34816          0       4841          0         17       4824          0          0          0          0
        823      42124          0          0          0       8030          4          0      34090          0       1485          0         10       1475          0          0          0          0
        824      71205          0          0       1471      16067          3          0      53663          1        620          0          4        616          0          0          0          0
        825     155201          0          0          0       9190          3          0     146008          0       1322          0          6       1316          0          0          0          0
        826      43316          0          0          0       8599          0          0      34717          0       3792          0          4       3788          0          0          0          0
        827      39679          0          0          0       8183          1          0      31495          0       1093          0          3       1090          0          0          0          0
        828      84910          0          0          0       8535          3          0      76372          0       1268          0          2       1266          0          0          0          0
        829      80534          0          0          0       8578          1          0      71955          0       9525          0          7       9518          0          0          0          0
        830      63123          0          0          0       9224          1          0      53898          0       2948          0         43       2905          0          0          0          0
        831      39660          0          0          0       7226          1          0      32433          0       1379          0        217       1162          0          0          0          0
        832      52771          0          0        328      10304          3          0      42136          0       1502          0         95       1407          0          0          0          0
        833      94922          0          0          0      54543          2          0      40377          0       3335          1          3       3331          0          0          0          0
        834      71486          0          0          0       7942          5          0      63539          0       2068          0          1       2067          0          0          0          0
        835      37574          0          0          0       7277          4          0      30293          0        857          0          3        854          0          0          0          0
        836      50026          0          0          0       7699          2          0      42321          4       1029          0          0       1029          0          0          0          0
        837      44722          0          0          0       8035          2          0      36685          0       2507          4          1       2502          0          0          0          0
        838      46063          0          0          0       8105          3          0      37955          0       4848          0          1       4847          0          0          0          0
        839      74498          0          0          0      41425          1          0      33072          0       1532          0          4       1528          0          0          0          0
        840     101750          0          0        322      43848          1          0      57579          0        695          0          0        695          0          0          0          0
        841     105604          0          0          0       8062          0          0      97542          0       1485          0          0       1485          0          0          0          0
        842      55353          0          0          0      12927          3          0      42423          0       3741          0          2       3739          0          0          0          0
        843      37216          0          0          0       6785          9          0      30422          0       1187          0          3       1184          0          0          0          0
        844      77028          0          0       2203       9021        104          0      65699          1       1368          0          3       1365          0          0          0          0
        845      76237          0          0          0       9133        119          0      66985          0       9802          0          2       9800          0          0          0          0
        846      55934          0          0          0       7235          2          0      48697          0       2928          0          3       2925          0          0          0          0
        847      58424          0          0          0      24716         61          0      33647          0       1199          0          2       1197          0          0          0          0
        848      57726          0          0       1429      15667        118          0      40512          0       1389          0          6       1383          0          0          0          0
        849      99576          0          0          0      35969        195          0      63412          0       3815          0          2       3813          0          0          0          0
        850      67897          0          0          0       8521        277          0      59099          0       2153          0          1       2152          0          0          0          0
        851      38089          0          0          0       8099        306          0      29684          0        988          0          4        984          0          0          0          0
        852      57091          0          0          0       7568        252          0      49271          0       1153          0          5       1148          0          0          0          0
        853      43081          0          0          0       7162        274          0      35645          0       2402          0          5       2397          0          0          0          0
        854      44303          0          0          0       7267        270          0      36766          0       4908          0          1       4907          0          0          0          0
        855      40572          0          0          0       7216        266          0      33090          0       1592          0          0       1592          0          0          0          0
        856      63885          0          0       3558       9762        298          0      50267          0        881          0          1        880          0          0          0          0
        857      95040          0          0          0       8567         66          0      86407          0       1803          0          1       1802          0          0          0          0
        858      47814          0          0          0       6644         45          0      41125          0       3964          1          1       3962          0          0          0          0
        859      46299          0          0          0       7018         70          0      39211          0       1545          0          1       1544          0          0          0          0
        860      65142          0          0         10       6808         62          0      58262          0      18205          0          4      18201          0          0          0          0
        861      67479          0          0          0       7200         55          0      60224          0       5855          0          0       5855          0          0          0          0
        862      71463          0          0          0       7012          2          0      64449          0       3300          0          0       3300          0          0          0          0
        863      42328          0          0          0       6642          1          0      35685          0       1824          0          0       1824          0          0          0          0
        864      56754          0          0       4310       7870          0          0      44574          0       2038          0          0       2038          0          0          0          0
        865      95166          0          0          0      24087          0          0      71079          0       4136          0          2       4134          0          0          0          0
        866      73989          0          0          0       6585          0          0      67404          0       2884          1          0       2883          0          0          0          0
        867      42331          0          0          0       6694          0          0      35637          0       1811          3          0       1808          0          0          0          0
        868      57004          0          0          0       6960          0          0      50044          0       2109          0          0       2109          0          0          0          0
        869      51170          0          0          0       8235          0          0      42935          0       3443          0          0       3443          0          0          0          0
        870      58762          0          0          0      13951          0          0      44811          0       6065          0          1       6064          0          0          0          0
        871     103662          0          0          0      14915          0          0      88747          0       2679          0          0       2679          0          0          0          0
        872      65662          0          0       3229      14032          0          0      48401          0       1992          0          0       1992          0          0          0          0
        873     100138          0          0          0      10645          0          0      89493          0       2992          0         11       2981          0          0          0          0
        874      50031          0          0          0       6995          0          0      43036          0       4754          0          0       4754          0          0          0          0
        875      44661          0          0          0       7531          0          0      37130          0       2275          0          0       2275          0          0          0          0
        876     112557          0          0          0       7322          0          0     105233          2       2484          0          0       2484          0          0          0          0
        877      79464          0          0          0       9758          0          0      69706          0       7049          0          0       7049          0          0          0          0
        878      62311          0          0          0       6607          0          0      55704          0       3948          0          0       3948          0          0          0          0
        879      49646          0          0          0      14757          0          0      34889          0       2325          0          0       2325          0          0          0          0
        880      51871          0          0        737       7697          0          0      43437          0       2377          0          1       2376          0          0          0          0
        881      78013          0          0          0      25718          0          0      52295          0       4164          0          2       4162          0          0          0          0
        882      80024          0          0          0       6281          0          0      73743          0       2934          0          1       2933          0          0          0          0
        883      56263          0          0          0       6502          0          0      49761          0       1739          0          0       1739          0          0          0          0
        884      74213          0          0          0       6418          0          0      67795          0       1815          0          0       1815          0          0          0          0
        885      89567          0          0          0      35656          0          0      53911          0       2914          1          4       2909          0          0          0          0
        886      86041          0          0          0       6050          0          0      79991          0       5539          0          1       5538          0          0          0          0
        887      77336          0          0          0       6244          0          0      71092          0       2064          0          0       2064          0          0          0          0
        888     159784          0          0        551       6620          0          0     152613          0       3036          0          0       3036          0          0          0          0
        889     152092          0          0          0       8250          0          0     143842          0       2142          0          1       2141          0          0          0          0
        890     100697          0          0          0       6224          0          0      94473          0       4082          0          0       4082          0          0          0          0
        891      95314          0          0          0       6207          0          0      89107          0       1587          0          0       1587          0          0          0          0
        892     114738          0          0       1618       6462          0          0     106658          0       1704          0          0       1704          0          0          0          0
        893     111884          0          0          0       6514          0          0     105370          0       8210          0          1       8209          0          0          0          0
        894      77670          0          0          0       6076          1          0      71593          0       3094          0          0       3094          0          0          0          0
        895      56619          0          0          0       6507          3          0      50109          0       1326          0          0       1326          0          0          0          0
        896      62735          0          0        266       7978          0          0      54491          0       1705          0          1       1704          0          0          0          0
        897      78113          0          0          0      19956          0          0      58157          0       3439          0          0       3439          0          0          0          0
        898      84066          0          0          0       5759          0          0      78307          0       2324          0          1       2323          0          0          0          0
        899      54728          0          0          0       6421          0          0      48307          0       1124          0          2       1122          0          0          0          0
        900      92103          0          0          0       6188          1          0      85914          0       1130          0          2       1128          0          0          0          0
        901      56944          0          0          0       6742          0          0      50202          0       2465          0          1       2464          0          0          0          0
        902      56577          0          0          0       5726          0          0      50851          0       5008          0          0       5008          0          0          0          0
        903      47294          0          0          0       6659          3          0      40632          0       1620          0          0       1620          0          0          0          0
        904     196688          0          0       1407       8449          0          0     186832          0        948          0          0        948          0          0          0          0
        905     109508          0          0          0       7204          0          0     102304          0       1610          0          1       1609          0          0          0          0
        906      38792          0          0          0       6139          0          0      32653          0       3937          0          0       3937          0          0          0          0
        907      79359          0          0          0       6153          1          0      73205          0       1499          0          0       1499          0          0          0          0
        908      57237          0          0          0       5921          0          0      51316          0       1775          0          0       1775          0          0          0          0
        909      72989          0          0          0       7538          0          0      65451          0      14007          0          0      14007          0          0          0          0
        910      55805          0          0          0       6401          0          0      49404          0       4517          0          2       4515          0          0          0          0
        911      44069          0          0          0       6049          0          0      38020          0       1767          0          0       1767          0          0          0          0
        912      44308          0          0        258       7191          1          0      36856          2       1974          0          0       1974          0          0          0          0
        913      61221          0          0          0      25961          0          0      35260          0       3963          0          1       3962          0          0          0          0
        914      64583          0          0          0       7223          0          0      57360          0       3041          0          0       3041          0          0          0          0
        915      39133          0          0          0       6286          6          0      32841          0       1935          0          0       1935          0          0          0          0
        916      54323          0          0          0       6607          0          0      47716          0       2172          0          6       2166          0          0          0          0
        917      36580          0          0          0       5790          2          0      30788          0       3253          0          0       3253          0          0          0          0
        918      41294          0          0          0       6913          0          0      34381          0       5854          0          1       5853          0          0          0          0
        919      34258          0          0          0       6605          1          0      27652          0       2395          0          0       2395          0          0          0          0
        920      57162          0          0       2021       7273          0          0      47868          0       1393          0          0       1393          0          0          0          0
        921     220341          0          0          0       7312          1          0     213028          0       2094          0          1       2093          0          0          0          0
        922      38805          0          0          0       6057          0          0      32748          0       4358          0          0       4358          0          0          0          0
        923      35214          0          0          0       6192          2          0      29020          0       1770          0          1       1769          0          0          0          0
        924      74887          0          0       1354       6116          0          0      67417          0       1934          0          0       1934          0          0          0          0
        925      65702          0          0          0       6733          0          0      58969          0      16140          0          2      16138          0          0          0          0
        926      50499          0          0          0       6371          0          0      44128          0       3849          0          4       3845          0          0          0          0
        927      36404          0          0          0       6061          1          0      30342          0       1846          0          0       1846          0          0          0          0
        928      47326          0          0        675       7810          0          0      38841          0       2158          0          2       2156          0          0          0          0
        929     198553          0          0          0     155682          0          0      42871          0       4297          0          1       4296          0          0          0          0
        930      68815          0          0          0       6023          3          0      62789          0       2788          0          0       2788          0          0          0          0
        931      42431          0          0          0       6651          2          0      35778          0       1521          0          3       1518          0          0          0          0
        932      72098          0          0          2       6500          0          0      65596          0       1633          0          0       1633          0          0          0          0
        933      44029          0          0          0       6076          2          0      37951          0       2685          0          3       2682          0          0          0          0
        934      46592          0          0          0       5918          1          0      40673          0       5269          0          0       5269          0          0          0          0
        935      41202          0          0          0       6185          0          0      35017          0       1898          0          1       1897          0          0          0          0
        936      56937          0          0        272       7116          1          0      49548          0       1024          0          1       1023          0          0          0          0
        937     121821          0          0          0       8903          0          0     112918          0       1853          0          1       1852          0          0          0          0
        938      42565          0          0          0       6187          0          0      36378          0       4296          0          1       4295          0          0          0          0
        939      37875          0          0          0       6242          3          0      31630          0       1453          0          0       1453          0          0          0          0
        940      64205          0          0          0       6712          2          0      57491          0       1644          0          0       1644          0          0          0          0
        941      81915          0          0          0       6972          1          0      74942          0      16197          0          7      16190          0          0          0          0
        942      41032          0          0          0       7102          0          0      33930          0       3234          0          0       3234          0          0          0          0
        943      39967          0          0          0      12293          1          0      27673          0       1544          0          0       1544          0          0          0          0
        944      43020          0          0        279       7727          0          0      35014          0       1661          0          0       1661          0          0          0          0
        945      63297          0          0          0      29698          1          0      33598          0       3332          0          0       3332          0          0          0          0
        946      63174          0          0          0       6229          0          0      56945          0       2424          0          0       2424          0          0          0          0
        947      34228          0          0          0       6501          2          0      27725          0       4329          0          0       4329          1          0          0          1
        948      51661          0          0          0       9200          1          0      42460          0       1326          0          0       1326          0          0          0          0
        949      39125          0          0          0       6144          0          0      32981          0       2521          0          2       2519          0          0          0          0
        950      40956          0          0          0       5924          0          0      35032          0       5058          0          0       5058          0          0          0          0
        951      35130          0          0          0       6083          4          0      29043          0       1730          0          0       1730          0          0          0          0
        952      51837          0          0        584       6608          1          0      44644          0        811          0          0        811          0          0          0          0
        953     110994          0          0          0       7512          3          0     103479          0       1590          0          1       1589          0          0          0          0
        954      38810          0          0          0       6038          5          0      32767          0       3961          0          1       3960          0          0          0          0
        955      35117          0          0          0       6066          5          0      29046          0       1453          0          1       1452          0          0          0          0
        956      76331          0          0          0       6648          5          0      69678          0       1405          0          1       1404          0          0          0          0
        957      61659          0          0          0       6570          5          0      55084          0      44331          0          1      44330          0          0          0          0
        958      47464          0          0          0       8983          4          0      38477          0       3112          0          0       3112          0          0          0          0
        959      42257          0          0          0       5931          0          0      36326          0       1366          0          0       1366          0          0          0          0
        960      59976          0          0        340       7547          0          0      52089          0       1597          0          1       1596          0          0          0          0
        961      76736          0          0          0      32124          0          0      44612          0       3475          0          9       3466          0          0          0          0
        962     101205          0          0          0       6044          2          0      95159          0       2384          0          0       2384          0          0          0          0
        963      42194          0          0          0       6013          3          0      36178          0       1336          0          0       1336          0          0          0          0
        964     110155          0          0          0       7972          1          0     102182          0       1265          0          0       1265          0          0          0          0
        965      57205          0          0          0       6080          2          0      51123          0       2412          0          2       2410          0          0          0          0
        966      48679          0          0          0       6396          2          0      42281          0       4930          0          0       4930          0          0          0          0
        967      38350          0          1          0       6394          2          0      31953          0       1898          0          2       1896          0          0          0          0
        968      81187          0          0        293       7492          2          0      73400          0        865          0          0        865          0          0          0          0
        969     109767          0          0          0       8116          0          0     101651          0       1608          0          1       1607          0          0          0          0
        970      46290          0          0          0       5995          2          0      40293          0       3797          0          0       3797          0          0          0          0
        971      44707          0          0          0       6305          2          0      38400          0       1333          0          0       1333          0          0          0          0
        972      73357          0          0        904       6881          2          0      65570          0       1528          0          0       1528          0          0          0          0
        973      62987          0          0          0       6714          4          0      56269          0      38226          0          0      38226          0          0          0          0
        974      60081          0          0          0       8752          1          0      51328          0       2949          0          0       2949          0          0          0          0
        975      48746          0          0          0       6344          0          0      42402          0       1192          0          0       1192          0          0          0          0
        976     108601          0          0        394       7803          2          0     100402          0       1380          0          1       1379          0          0          0          0
        977      63074          0          0          0      26977          0          0      36097          0       3716          0          0       3716          0          0          0          0
        978      61301          0          0          0       6410          0          0      54891          0       2212          0          2       2210          0          0          0          0
        979      41449          0          0          0       7984          0          0      33465          0       1024          0          1       1023          0          0          0          0
        980      58072          0          0          0       6621          2          0      51449          0       1178          0          0       1178          0          0          0          0
        981      40948          0          0          0       6563          1          0      34384          0       2876          0          0       2876          0          0          0          0
        982      43770          0          0          0       6473          0          0      37297          0       4912          0          7       4905          0          0          0          0
        983      32829          0          0          0       6464          0          0      26365          0       1600          0          0       1600          0          0          0          0
        984     104539          0          0        309       7327          0          0      96903          0       1036          0          0       1036          0          0          0          0
        985     106538          0          0          0       7917          2          0      98619          0       1586          0          0       1586          0          0          0          0
        986      43709          0          0          0       8860          4          0      34845          0       3760          0          0       3760          0          0          0          0
        987      43128          0          0          0       6733          2          0      36393          0       1322          0          0       1322          0          0          0          0
        988     149025          0          0          0       6963          0          0     142062          0       1452          0          0       1452          0          0          0          0
        989      72717          0          0          0       6956          0          0      65761          0      29362          0          0      29362          0          0          0          0
        990      56519          0          0          0       8898          0          0      47621          0       3287          0          0       3287          0          0          0          0
        991      47687          0          0          0       6915          1          0      40771          0       1358          0          0       1358          0          0          0          0
        992      50555          0          0        262       9298         15          0      40980          0       1526          0          0       1526          0          0          0          0
        993      64303          0          0          0      19169          0          0      45134          0       3586          0          0       3586          0          0          0          0
        994      59760          0          0          0       6847          0          0      52913          0       2266          0          0       2266          0          0          0          0
        995      45546          0          0          0       7064          0          0      38482          0       1192          0          0       1192          0          0          0          0
        996    2795560          0          0          0       7171          1          0    2788388          0       1326          0          1       1325          0          0          0          0
        997      55435          0          0          0      10090          0          0      45345          0       2465          0          0       2465          0          0          0          0
        998     156856          0          0          0       6695          0     109513      40648          0       5250          0          0       5250          0          0          0          0
        999      36675          0          0          0       7330          0          0      29345          0       1802          0          0       1802          0          0          0          0
       1000     236215          0          0        287       7158          2      32987     195781          0      28188      18593          1       9594          0          0          0          0
       1001     117071          0          0          0      10425          0          0     106646          0       1720          0          0       1720          0          0          0          0
       1002      44074          0          0          0       9591          3          0      34480          0       3925          0          0       3925          0          0          0          0
       1003      35555          0          0          0       6961          2          0      28592          0       1430          0          1       1429          0          0          0          0
       1004     344029          0          0          0       7026          1          0     337002          0       1556          0          0       1556          0          0          0          0
