; Column layout:
; SIZE  =IPv4= <IPv4 protocols> =IPv6= <native IPv6 protocols> =IPv6t= <tunneled IPv6 protocols>
; First column (SIZE) is packet size in bytes
; Column =IPv4= is total number of IPv4 packets for each packet size
; Subsequent columns (upto =IPv6= or =IPv6t= or end of line, whichever
; comes first) give the number of IPv4 packets for the indicated protocol
; Column =IPv6= is total number of native IPv6 packets for each packet size
; Subsequent columns (upto =IPv6t= or end of line) give the number of IPv6
; packets for the indicated protocol
; Column =IPv6t= is total number of tunneled IPv4-over-IPv6 packets
; Subsequent columns give the number of tunneled IPv6 packets for the
; the indicated protocol
;
; First timestamp: 1459947552.407658674
; Last timestamp: 1459951362.403493777
; Total number of packets: 1811152408
; Total number of IPv4 packets: 1755133537
; Total number of native IPv6 packets: 56018871
; Total number of tunneled IPv6 packets: 1523
; IPv6 native fragments: 261
;
SIZE     =IPv4=       SCTP       IPv6        ESP        UDP        GRE       ICMP        TCP    UNKNOWN     =IPv6=      ICMP6        UDP        TCP    =IPv6t=      ICMP6        UDP        TCP
        381     143553          0          0          0      22304          0        324     120925          0       4780          0         26       4754          0          0          0          0
        382     187155          0          0          0      14702          1          5     172447          0       4182         16         12       4154          0          0          0          0
        383      71810          0          0          0      12293          2         17      59498          0       1693          0         12       1681          0          0          0          0
        384     136606          0          0       4172      41333          3          6      91091          1       1886          0         16       1870          0          0          0          0
        385     140114          0          0          0      61634          2          6      78472          0       3906          2         18       3886          0          0          0          0
        386     120180          0          0          0       9968          4          3     110205          0       2410          0          7       2403          0          0          0          0
        387      91590          0          1          0      10695         31          6      80857          0       1198          0         18       1180          0          0          0          0
        388     142477          0          1          0      12576         38          8     129854          0       1370          0         16       1354          0          0          0          0
        389      94162          0          0          0      21770          9         33      72350          0       2764          0          3       2761          0          0          0          0
        390     104313          0          0          0      10033          1         13      94266          0       4376          0         11       4365          0          0          0          0
        391      81127          0          0          0      15278          2         38      65809          0       1757          0         11       1746          0          0          0          0
        392     121457          0          1       7806      12266          5         34     101345          0       1095          0          5       1090          0          0          0          0
        393     221765          0          0          0      19838          0         31     201896          0       2099          0         14       2085          0          0          0          0
        394     124531          0          0          0      13495          4          7     111025          0       4343          0         20       4323          0          0          0          0
        395      80076          0          0          0      14172          1          9      65894          0       1509          0         23       1486          0          0          0          0
        396      99258          0          0       4920      14000          2         22      80312          2       1256          0         17       1239          0          0          0          0
        397     133080          0          0          0      11903          3        268     120906          0       4814          0         11       4803          0          0          0          0
        398     530006          0          0          0     374721          3          8     155274          0       3464          0         10       3454          0          0          0          0
        399      92947          0          0          0      12406          1         18      80522          0       1550          0         22       1528          0          0          0          0
        400      93856          0          0       8395      15483          2         16      69960          0       1672          0         15       1657          0          0          0          0
        401     147648          0          0          0      49400          7         11      98230          0       4135          0         14       4121          0          0          0          0
        402     131644          0          0          0       9008          1         17     122618          0       2262          2         25       2235          0          0          0          0
        403      74690          0          0          0      11148          4         12      63526          0       1151          0          9       1142          0          0          0          0
        404     106716          0          0          2       8424         17          5      98262          6       1157          0          8       1149          0          0          0          0
        405      97054          0          0          0      13111         21         51      83871          0       2221          0         16       2205          0          0          0          0
        406      88120          0          0          0       7948          1        382      79789          0       4713          0         17       4696          0          0          0          0
        407      73087          0          0          0       8263          1         20      64803          0       1770          0          6       1764          0          0          0          0
        408     123047          0          0      10134      11277          3         12     101619          2        871          0         13        858          0          0          0          0
        409     231426          0          0          0      38502          3         38     192883          0       1605          0          5       1600          0          0          0          0
        410     133922          0          0          0       7704          3         17     126198          0       4232          0         12       4220          0          0          0          0
        411     100264          0          0          0      11155          4         22      89083          0       1462          0          7       1455          0          0          0          0
        412     105317          0          0         16      14112          1          3      91185          0       1261          0          2       1259          0          0          0          0
        413     204774          0          0          0       7532          0        101     197141          0       3698          2         14       3682          0          0          0          0
        414      93863          0          0          0       9108          9          8      84738          0       3241          0         16       3225          0          0          0          0
        415     125907          0          0          0      20025          2          6     105874          0       1278          0         19       1259          0          0          0          0
        416     122455          0          0       3786      12710          5          7     105947          0       1671          0         17       1654          0          0          0          0
        417     236709          0          0          0      40995          3         19     195692          0       8012          0          7       8005          0          0          0          0
        418     112188          0          0          0      14364          5         21      97798          0       2280          0          2       2278          0          0          0          0
        419      88901          0          0          0       8565          0        499      79837          0       1079          0          5       1074          0          0          0          0
        420     108817          0          0          0       9055          9         10      99743          0       1353          0          9       1344          0          0          0          0
        421     145427          0          0          0       9017         62         34     136314          0       4465          0         14       4451          0          0          0          0
        422      95137          0          0          0       8545         58          4      86530          0       4629          0         14       4615          0          0          0          0
        423     125552          0          0          0       9326        100          9     116117          0       2014          0         11       2003          0          0          0          0
        424     128799          0          0      13099       8823         85         14     106777          1        961          0         14        947          0          0          0          0
        425     218529          0          0          0      14147        166         12     204204          0       1685          1         16       1668          0          0          0          0
        426     120444          0          0          0       9638         55          2     110749          0       4015          0          4       4011          0          0          0          0
        427     129027          0          0          0      12796         99          7     116125          0       1391          0          5       1386          0          0          0          0
        428     178456          0          0         90       9961         17        121     168267          0       1303          0         11       1292          0          0          0          0
        429     196311          0          0          0       9342         18         92     186859          0      23028          0          8      23020          0          0          0          0
        430     134738          0          0          0       9981          2         46     124709          0       3325          0         12       3313          0          0          0          0
        431     148480          0          0          0      15095          2          4     133379          0       1618          0          4       1614          0          0          0          0
        432     139321          0          0        635      17237         29          1     121419          0       2163          0          6       2157          0          0          0          0
        433     155430          0          0          0      40800          0         10     114620          0       3934          0          8       3926          0          0          0          0
        434     139766          0          0          0      11291          1          8     128466          0       2377          0          7       2370          0          0          0          0
        435     151260          0          0          0      27465          4         12     123779          0       1416          0          2       1414          0          0          0          0
        436     162109          0          0          0      12530          7         14     149558          0       1518          0          7       1511          0          0          0          0
        437     142001          0          0          0      10732          2         21     131246          0       2842          0          9       2833          0          0          0          0
        438     212806          0          0          0      10277          1          8     202520          0       4484          0         12       4472          0          0          0          0
        439     165665          0          0          0      12815          6         10     152834          0       1679          0         12       1667          0          0          0          0
        440     189403          0          0       4775      11723          1         22     172882          0       1010          0          6       1004          0          0          0          0
        441     296512          0          0          0      15312          1         14     281185          0       1685          0          3       1682          0          0          0          0
        442     185005          0          0          0      12890          0         79     172036          0       4300          0          6       4294          0          0          0          0
        443     184088          0          0          0      23385          0          4     160699          0       1345          0          2       1343          0          0          0          0
        444     208135          0          0       4180      11399          4         19     192525          8       1395          0          8       1387          0          0          0          0
        445     281534          0          0          0      15106          0        103     266325          0       4797          0          6       4791          0          0          0          0
        446     209109          0          0          0      14029          1         34     195045          0       3634          0          7       3627          0          0          0          0
        447     217449          0          0          0      10236          2          6     207205          0       1868          0          5       1863          0          0          0          0
        448     228493          0          0        886      13871          0         10     213726          0       1805          0          2       1803          0          0          0          0
        449     284708          0          0          0      53282          1         15     231410          0       3402          0          9       3393          0          0          0          0
        450     254188          0          0          0      13698          1         17     240472          0       2309          0          9       2300          0          0          0          0
        451     244374          0          0          0       9637         29         40     234668          0       1130          0          8       1122          0          0          0          0
        452     259881          0          0          0      11166          1         21     248693          0       1261          0          4       1257          0          0          0          0
        453     238926          0          0          0      10287          4          2     228633          0       2415          0          4       2411          0          0          0          0
        454     246706          0          0          0       6483         11          6     240206          0       4549          0          2       4547          0          0          0          0
        455     255581          0          0          0       8603          4          3     246971          0       1758          0          9       1749          0          0          0          0
        456     397639          0          0      11593       9548          2         11     376485          0        751          0         14        737          0          0          0          0
        457     596899          0          0          0      17618          0         19     579262          0       1593          0          3       1590          0          0          0          0
        458     397229          0          0          0       7356          1          6     389866          0       4094          0          5       4089          0          0          0          0
        459     267997          0          0          0       8306          1         68     259622          0       1274          0          5       1269          0          0          0          0
        460     235511          0          0         24      10353          4          6     225124          0       1184          0          7       1177          0          0          0          0
        461     328635          0          0          0       7687          3        136     320809          0       3824          0          5       3819          0          0          0          0
        462     243819          0          0          0       9444          1          8     234366          0       3082          0          5       3077          0          0          0          0
        463     246968          0          0          0       9736          1         65     237166          0       1383          0          0       1383          0          0          0          0
        464     454817          0          0        771      13840          3          4     440198          1       1642          0          6       1636          0          0          0          0
        465     308296          0          0          0      43341          3          5     264947          0       3603          0          3       3600          0          0          0          0
        466     287430          0          0          0       7056          0          7     280367          0       2404          0          6       2398          0          0          0          0
        467     186768          0          0          0       6727          1         11     180029          0       1107          0          3       1104          0          0          0          0
        468     224628          0          0          0       9734          2          9     214883          0       1757          0          6       1751          0          0          0          0
        469     175749          0          0          0      10074          1         50     165624          0       2843          0          2       2841          0          0          0          0
        470     235882          0          0          0       7418          5         14     228445          0       4779          0          5       4774          0          0          0          0
        471     242604          0          0          0       7213          2          7     235382          0       1685          0          9       1676          0          0          0          0
        472     300142          0          0       9578       8335          4         11     282214          0       1141          0          5       1136          0          0          0          0
        473     343511          0          0          0      14917          0          9     328585          0       1747          0          4       1743          0          0          0          0
        474     271251          0          0          0       5989          1          6     265255          0       4106          0          5       4101          0          0          0          0
        475     176439          0          0          0       7579          1          3     168856          0       2143          0          8       2135          0          0          0          0
        476     166258          0          0          0       7538          5          1     158714          0       1335          0         11       1324          0          0          0          0
        477     277131          0          0          0       8577          0         55     268499          0       3647          0         14       3633          0          0          0          0
        478     523620          0          0          0       6114          2         10     517494          0       3076          0          6       3070          0          0          0          0
        479     199474          0          0          0       6323          2         10     193139          0       1237          0          8       1229          0          0          0          0
        480     193365          0          0        457      11585          0          1     181318          4       1473          0          7       1466          1          0          0          1
        481     373978          0          0          0     198722          2          2     175252          0       3355          0          5       3350          0          0          0          0
        482     157560          0          0          0       6085          2         27     151446          0       2224          0         14       2210          0          0          0          0
        483     149217          0          0          0       9067          4          7     140139          0       1028          0          4       1024          0          0          0          0
        484     249088          0          0          0       5970          4          7     243104          3       1256          0          1       1255          0          0          0          0
        485     140882          0          0          0       7815          4          2     133061          0       2191          0          2       2189          0          0          0          0
        486     140951          0          0          0       5328        101          0     135522          0       4691          0          3       4688          0          0          0          0
        487     126825          0          0          0       6867          1         13     119944          0       1859          0          6       1853          0          0          0          0
        488     147772          0          0        972       5971          2          5     140822          0        716          0          5        711          0          0          0          0
        489     226273          0          0          0       9783          1         19     216470          0       1591          0          6       1585          0          0          0          0
        490     126298          0          0          0       5896          1          9     120392          0       4240          0         83       4157          0          0          0          0
        491     116046          0          0          0       7332          2          3     108709          0       1730          0        385       1345          0          0          0          0
        492     111547          0          0       4172       6940          4         28     100403          0       2142          0         37       2105          0          0          0          0
        493     193972          0          0          0       8121          2        109     185740          0       5178          0          5       5173          0          0          0          0
        494     108105          0          0          0       5325          0         86     102694          0       3640          0          8       3632          0          0          0          0
        495     115544          0          0          0      10113          5         27     105399          0       1253          0          4       1249          0          0          0          0
        496     127146          0          0       2503      10049          4         21     114569          0       1511          0          4       1507          0          0          0          0
        497     139331          0          0          0      37813          9        510     100999          0       3735          0         15       3720          0          0          0          0
        498     121323          0          0          0       8788          1         17     112517          0       2250          0          5       2245          0          0          0          0
        499      89357          0          0          0       9211          2          1      80143          0       1205          0         17       1188          0          0          0          0
        500     127873          0          1          0      15842          1          4     112025          0       1176          0          4       1172          0          0          0          0
        501     355841          0          0          0      16055          2         17     339767          0       2295          0          3       2292          0          0          0          0
        502     357194          0          0          0      25684         10          7     331493          0       4321          0          7       4314          0          0          0          0
        503     101710          0          0          0      18171          2          1      83536          0       1708          0          7       1701          0          0          0          0
        504     154932          0          0       4536      33396          5         20     116975          0        716          0          2        714          0          0          0          0
        505     201628          0          0          0      23773         10        152     177693          0       1560          0         14       1546          0          0          0          0
        506     175267          0          0          0      33050          4         74     142139          0       4031          0          4       4027          0          0          0          0
        507      87349          0          0          0      11132          9         17      76191          0       1219          0          8       1211          0          0          0          0
        508     208194          0          0          9      16985         28          3     191169          0       1320          0          7       1313          0          0          0          0
        509     214377          0          0          0       9539          6         75     204757          0       4415          0         23       4392          0          0          0          0
        510      96221          0          0          0      14009          8         38      82166          0       3045          0          8       3037          0          0          0          0
        511      76565          0          0          0       9129         10          4      67422          0       1251          0         14       1237          0          0          0          0
        512      88234          0          0        542      11141         32          8      76511          0       1484          0          3       1481          0          0          0          0
        513     120934          0          0          0      40121         13         14      80786          0       3345          0          4       3341          0          0          0          0
        514     109720          0          0          0       8591         17         10     101102          0       2306          0          5       2301          0          0          0          0
        515      93969          0          0          0       4869         66         17      89017          0        951          0          4        947          0          0          0          0
        516      78883          0          0          0       6624         15         12      72230          2       1171          0          4       1167          0          0          0          0
        517      71714          0          0          0       5063          9          8      66634          0       2191          0          5       2186          0          0          0          0
        518      70396          0          0          0       5551         14          8      64823          0       4474          0          5       4469          0          0          0          0
        519      76225          0          0          0       4995         40          6      71184          0       1562          4          6       1552          0          0          0          0
        520     192818          0          0        594       9038          7         12     183167          0        708          0         12        696          0          0          0          0
        521     192483          0          0          0       9194          3         24     183262          0       1529          0          6       1523          0          0          0          0
        522      77455          0          0          0       5621          3         17      71814          0       4196          0          2       4194          0          0          0          0
        523      68883          0          0          0       6203          5         19      62656          0       1253          0          4       1249          0          0          0          0
        524      78044          0          0          1       5755          1          7      72278          2       1160          0          9       1151          0          0          0          0
        525     134078          0          0          0       5885          2         87     128104          0       3848          0          6       3842          0          0          0          0
        526    1049658          0          0          0       5693          1         14    1043950          0       2964          0          3       2961          0          0          0          0
        527      68000          0          0          0       7128          3          4      60865          0       1230          0         11       1219          0          0          0          0
        528      71579          0          0        860       8315          1          0      62403          0       1493          0          0       1493          0          0          0          0
        529     105717          0          0          0      38150          1          4      67562          0       3261          0          4       3257          0          0          0          0
        530      79907          0          0          0       5022          1          1      74883          0       2135          0          1       2134          0          0          0          0
        531      78747          0          0          0       5448         46         10      73243          0        913          0          0        913          0          0          0          0
        532      81996          0          0          0       5798          1          4      76193          0       1311          0          2       1309          0          0          0          0
        533      79062          0          0          0       6412          2         26      72622          0       2164          0          4       2160          0          0          0          0
        534      78111          0          0          0       6296          3          4      71808          0       4337          0          2       4335          0          0          0          0
        535     189886          0          0          0       6714         22          1     183149          0       1886          0          3       1883          0          0          0          0
        536      93275          0          0       2811       6528          0         21      83915          0        678          0          0        678          0          0          0          0
        537     405180          0          0          0       9399          4         13     395764          0       1362          0          3       1359          0          0          0          0
        538      76150          0          0          0       6349          1        136      69664          0       4110          0          4       4106          0          0          0          0
        539      65375          0          0          0       5502          1          6      59866          0       1260          0         10       1250          0          0          0          0
        540     100953          0          0       4701       8691          1         16      87544          0       1472          0         19       1453          1          0          0          1
        541     134640          0          0          0       6354          0         43     128243          0       4032          0        364       3668          0          0          0          0
        542      77944          0          0          0       3854          0         12      74078          0       3001          0          2       2999          0          0          0          0
        543      79310          0          0          0       4711          0         15      74584          0       1298          0         11       1287          1          0          0          1
        544      89866          0          0        994       6240          1          4      82627          0       1434          0         12       1422          0          0          0          0
        545     280388          0          0          0      40007          0          7     240374          0       3396          1          7       3388          0          0          0          0
        546     100032          0          0          0       6819          0         15      93198          0       2789          0          9       2780          0          0          0          0
        547      79007          0          0          0      10062         34         24      68887          0       1339          0        394        945          0          0          0          0
        548     120820          0          0          0      29191          0        131      91498          0       1177          0         10       1167          0          0          0          0
        549     144912          0          0          0      69640          0         31      75241          0       2390          0         10       2380          0          0          0          0
        550     152770          0          0          0      82842          0         26      69902          0       4578          0          8       4570          0          0          0          0
        551      65091          0          0          0       4823         14         21      60233          0       1530          0         16       1514          0          0          0          0
        552    4159342          0          0        728       4706          0         16    4153892          0        786          2         13        771          0          0          0          0
        553     189679          0          0          0       6946          0         44     182689          0       1478          0         24       1454          1          0          0          1
        554      86023          0          0          0       4470          0         23      81530          0       3927          0          5       3922          0          0          0          0
        555      83819          0          0          0       4747          0         21      79051          0       1285          0          8       1277          0          0          0          0
        556      98446          0          0          2      16336          1         14      82093          0       1213          0         18       1195          0          0          0          0
        557     799771          0          0          0       4867          0         76     794828          0       4143          0         12       4131          0          0          0          0
        558      70658          0          0          0       4457          0         31      66170          0       2988          0          7       2981          0          0          0          0
        559      59906          0          0          0       4205          0         38      55663          0       1221          0          6       1215          0          0          0          0
        560      72867          0          1        443       6570          0         31      65822          0       1709          0        217       1492          0          0          0          0
        561     177063          0          0          0      38950          1         40     138072          0       3256          0          7       3249          0          0          0          0
        562      78944          0          0          0       3896          9         40      74999          0       2396          0          7       2389          0          0          0          0
        563      60291          0          1          0       4249          5         65      55971          0        906          0          2        904          0          0          0          0
        564     130224          0          0          0       4348          0         40     125836          0       1222          0          7       1215          0          0          0          0
        565      72885          0          0          0       4210          0         96      68579          0       2452          0          5       2447          0          0          0          0
        566      86471          0          0          0      17235          0         37      69199          0       4547          0         14       4533          0          0          0          0
        567      80287          0          0          0       4622          4         42      75619          0       1454          0          6       1448          0          0          0          0
        568      79940          0          0        737       4560          2         19      74622          0        647          0          6        641          0          0          0          0
        569     801793          0          0          0       8974          0          4     792815          0       1351          0          6       1345          0          0          0          0
        570      78556          0          0          0       4272          0          9      74275          0       3942          0         10       3932          0          0          0          0
        571      67794          0          0          0       4667          0          5      63122          0       1173          0          9       1164          0          0          0          0
        572      81325          0          0       4989       5761          0          1      70574          0       1127          0         20       1107          0          0          0          0
        573     139738          0          1          0       4661          1         61     135014          0       4110          0         27       4083          0          0          0          0
        574      73430          0          0          0       5128          0          0      68302          0       2999          0         35       2964          0          0          0          0
        575      56980          0          0          0       4231          1          1      52747          0       1277          0         38       1239          0          0          0          0
        576     704819          0          0        452      19636          1      26157     658573          0       1478          0         39       1439          0          0          0          0
        577     100418          0          0          0      36012          0          0      64406          0      10913          0         42      10871          0          0          0          0
        578     122427          0          0          0      55673          0          0      66754          0       2302          0         45       2257          0          0          0          0
        579      51130          0          0          0       4533          6          0      46591          0        900          0         25        875          0          0          0          0
        580      74712          0          0          0       4727          1          0      69984          0       1134          0         39       1095          0          0          0          0
        581      78228          0          0          0       6393          0          0      71835          0       2221          0         27       2194          0          0          0          0
        582      57241          0          0          0       5216          0          0      52025          0       5094          0         41       5053          0          0          0          0
        583      52437          0          0          0       4116          5          0      48316          0       1505          0         18       1487          0          0          0          0
        584      83266          0          0       1153       4439          0          0      77672          2        670          0         26        644          0          0          0          0
        585     142516          0          0          0       7676          0          0     134840          0       1352          0         21       1331          0          0          0          0
        586      69661          0          0          0       3985          0          0      65676          0       3983          0         13       3970          0          0          0          0
        587      65534          0          0          0       4385          0          0      61149          0       1141          0         10       1131          0          0          0          0
        588      96140          0          0          2       8478          1          0      87657          2       1253          0          8       1245          0          0          0          0
        589     108730          0          0          0       5387          2          0     103341          0       9007          0        611       8396          0          0          0          0
        590      71682          0          0          0       4036         61          0      67585          0       2927          0          6       2921          0          0          0          0
        591      57442          0          0          0       3781          0          0      53661          0       1165          0         15       1150          0          0          0          0
        592      65771          0          0        527       7299          2          0      57943          0       1701          0        323       1378          0          0          0          0
        593     124204          0          0          0      50294          0          0      73910          0       3578          0          4       3574          1          0          0          1
        594      75100          0          0          0       4920         18          0      70162          0       2254          0          4       2250          0          0          0          0
        595      82726          0          0          0       3618          5          0      79103          0        883          0          3        880          0          0          0          0
        596      75216          0          0          0       8243          8          0      66965          0       1007          0          2       1005          0          0          0          0
        597      64721          0          0          0       4195          5          0      60521          0       2224          0          3       2221          0          0          0          0
        598      63018          0          0          0       4615         17          0      58386          0       4576          0          1       4575          0          0          0          0
        599      45700          0          0          0       3419          1          0      42280          0       1515          0          0       1515          0          0          0          0
        600      91095          0          0        831       4401          3          0      85860          0        656          0          6        650          1          0          0          1
        601     178515          0          0          0       6096          0          0     172419          0       1402          0          0       1402          0          0          0          0
        602      58520          0          0          0       3980          0          0      54540          0       3889          0          0       3889          0          0          0          0
        603      43412          0          0          0       3623          0          0      39789          0       1175          0          5       1170          0          0          0          0
        604     815328          0          0          0     755824          0          0      59504          0       1135          0          1       1134          0          0          0          0
        605     240258          0          0          0       7871          1          0     232386          0       7166          0          2       7164          1          0          0          1
        606      63587          0          0          0       4697         41          0      58849          0       3065          0          1       3064          0          0          0          0
        607      46688          0          0          0       3759          0          0      42929          0       1267          0          2       1265          0          0          0          0
